ADM3_FR,ADM2_FR,ADM1_FR,shape_Leng,Shape_Area,ADM0_PCODE,Country,Latitude,Longitude,Population,Area,Total_bran,Total_ATMs,Total_geoc
Banikoara,Alibori,Benin,2.819945963990000,0.363250517061000,BJ,benin,11.376058000000000,2.384563000000000,"246575",438300.000,1.000000000000000,0.000000000000000,"0"
Gogounou,Alibori,Benin,3.265206477300000,0.413859229132000,BJ,benin,10.793519000000000,2.544520000000000,"117523",491000.000,0.000000000000000,0.000000000000000,
Kandi,Alibori,Benin,2.748826740220000,0.289073108710000,BJ,benin,11.196880000000000,3.049454000000000,"179290",342100.000,1.000000000000000,0.000000000000000,"0"
Karimama,Alibori,Benin,4.125294553340000,0.504487992599000,BJ,benin,11.961565999999999,2.745570000000000,"66353",610200.000,0.000000000000000,0.000000000000000,
Malanville,Alibori,Benin,2.342529027390000,0.270560875765000,BJ,benin,11.652144000000000,3.299014000000000,"168641",301600.000,2.000000000000000,0.000000000000000,"0"
Segbana,Alibori,Benin,2.939082435200000,0.386814030738000,BJ,benin,10.897971999999999,3.494375000000000,"89081",447100.000,0.000000000000000,0.000000000000000,
Kerou,Atakora,Benin,3.011458442030000,0.321166385880000,BJ,benin,11.024564000000000,1.995843000000000,"100197",374500.000,0.000000000000000,1.000000000000000,
Kobli,Atakora,Benin,1.090331445370000,0.068770725510600,BJ,benin,10.477593000000001,0.901916000000000,"67603",82500.000,0.000000000000000,0.000000000000000,
Kouande,Atakora,Benin,3.270520963950000,0.268321153944000,BJ,benin,10.420190000000000,1.773593000000000,"111540",325000.000,0.000000000000000,0.000000000000000,
Materi,Atakora,Benin,1.711731617110000,0.145801148079000,BJ,benin,10.772800000000000,1.048139000000000,"113958",174000.000,0.000000000000000,0.000000000000000,
Natitingou,Atakora,Benin,1.703956257010000,0.111919461255000,BJ,benin,10.263754000000000,1.404073000000000,"103843",140000.000,2.000000000000000,0.000000000000000,"0"
Pehunco,Atakora,Benin,1.849120521700000,0.166115248943000,BJ,benin,10.259684999999999,2.040639000000000,"78217",190000.000,0.000000000000000,0.000000000000000,
Tanguieta,Atakora,Benin,4.155057197900000,0.460706518237000,BJ,benin,11.070684999999999,1.449173000000000,"74675",546500.000,1.000000000000000,0.000000000000000,"0"
Allada,Atlantique,Benin,0.806588402689000,0.031288007822600,BJ,benin,6.680492000000000,2.150409000000000,"127512",38100.000,0.000000000000000,0.000000000000000,
Kpomasse,Atlantique,Benin,0.727602987684000,0.023872354434200,BJ,benin,6.410084000000000,2.018252000000000,"67648",30500.000,0.000000000000000,0.000000000000000,
Ouidah,Atlantique,Benin,1.470299541900000,0.024459673328200,BJ,benin,6.396417000000000,2.139979000000000,"162034",36400.000,0.000000000000000,0.000000000000000,
Toffo,Atlantique,Benin,0.970941584946000,0.039826348916900,BJ,benin,6.849891000000000,2.164174000000000,"101585",51500.000,0.000000000000000,0.000000000000000,
Ze,Atlantique,Benin,1.280728613420000,0.051330664137200,BJ,benin,6.760942000000000,2.358887000000000,"106913",54300.000,0.000000000000000,0.000000000000000,
Bembereke,Borgou,Benin,2.538362811080000,0.275257927776000,BJ,benin,10.341233000000001,2.765240000000000,"131255",334800.000,1.000000000000000,0.000000000000000,"0"
Kalale,Borgou,Benin,2.884458276890000,0.310795961666000,BJ,benin,10.379640999999999,3.390659000000000,"168882",358600.000,0.000000000000000,0.000000000000000,
Nikki,Borgou,Benin,2.854485384980000,0.269156722553000,BJ,benin,9.964383000000000,3.268067000000000,"151232",317100.000,0.000000000000000,0.000000000000000,
Parakou,Borgou,Benin,0.891604519312000,0.038995900815700,BJ,benin,9.340783999999999,2.600094000000000,"255478",44100.000,9.000000000000000,4.000000000000000,"1"
Perere,Borgou,Benin,1.695895709580000,0.169976660167000,BJ,benin,9.631351000000000,3.002150000000000,"78988",201700.000,0.000000000000000,0.000000000000000,
Sinende,Borgou,Benin,2.323493454090000,0.185639894736000,BJ,benin,10.402393999999999,2.371889000000000,"91672",228900.000,0.000000000000000,0.000000000000000,
Tchaourou,Borgou,Benin,4.713597468910000,0.557015522151000,BJ,benin,9.069818000000000,2.355458000000000,"223138",725600.000,6.000000000000000,0.000000000000000,"6"
Bante,Collines,Benin,1.921186580290000,0.217688946580000,BJ,benin,8.330299000000000,1.868513000000000,"107181",269500.000,0.000000000000000,0.000000000000000,
Glazoue,Collines,Benin,1.755138981390000,0.144451029157000,BJ,benin,8.165946999999999,2.227116000000000,"124431",135000.000,1.000000000000000,0.000000000000000,"0"
Ouesse,Collines,Benin,2.264418880540000,0.244421156528000,BJ,benin,8.548439999999999,2.514205000000000,"142017",320000.000,0.000000000000000,0.000000000000000,
Savalou,Collines,Benin,2.343416514680000,0.218384617228000,BJ,benin,7.857368000000000,1.858771000000000,"144549",267400.000,1.000000000000000,0.000000000000000,"0"
Save,Collines,Benin,1.980848631660000,0.186106988661000,BJ,benin,7.951918000000000,2.538410000000000,"87177",222800.000,1.000000000000000,0.000000000000000,"0"
Aplahoue,Couffo,Benin,1.547441235500000,0.074431600754700,BJ,benin,7.196686000000000,1.730492000000000,"171109",90000.000,1.000000000000000,0.000000000000000,"0"
Klouekanme,Couffo,Benin,0.764574972157000,0.031233367977200,BJ,benin,7.029428000000000,1.826485000000000,"128597",35000.000,0.000000000000000,0.000000000000000,
Lalo,Couffo,Benin,0.937070248662000,0.037240681068100,BJ,benin,6.866070000000000,1.967489000000000,"119926",43200.000,0.000000000000000,0.000000000000000,
Toviklin,Couffo,Benin,0.432895001951000,0.010575945263900,BJ,benin,6.896675000000000,1.821577000000000,"88611",12000.000,0.000000000000000,0.000000000000000,
Bassila,Donga,Benin,3.504970838810000,0.463005089299000,BJ,benin,8.963908999999999,1.820487000000000,"130091",566100.000,0.000000000000000,0.000000000000000,
Djougou,Donga,Benin,2.729037313360000,0.323172454987000,BJ,benin,9.653885000000001,1.871643000000000,"267812",396600.000,1.000000000000000,0.000000000000000,"0"
Ouake,Donga,Benin,1.148228780630000,0.053511205575600,BJ,benin,9.549932999999999,1.445756000000000,"74289",66300.000,0.000000000000000,0.000000000000000,
Cotonou,Littoral,Benin,0.505867123227000,0.004659603349730,BJ,benin,6.370873000000000,2.402051000000000,"679012",7900.000,120.000000000000000,24.000000000000000,"32"
Athieme,Mono,Benin,0.783893357743000,0.017706638218500,BJ,benin,6.544535000000000,1.739557000000000,"56483",22000.000,0.000000000000000,0.000000000000000,
Bopa,Mono,Benin,0.816430088057000,0.030516859031700,BJ,benin,6.677554000000000,1.932485000000000,"96281",36500.000,0.000000000000000,0.000000000000000,
Come,Mono,Benin,0.542186300092000,0.014085567188800,BJ,benin,6.402808000000000,1.902755000000000,"79989",16300.000,1.000000000000000,0.000000000000000,"0"
Houeyogbe,Mono,Benin,0.666502134977000,0.024879837883000,BJ,benin,6.527294000000000,1.870595000000000,"101893",29000.000,0.000000000000000,0.000000000000000,
Lokossa,Mono,Benin,0.828851240936000,0.022107778272900,BJ,benin,6.663743000000000,1.752046000000000,"104961",26000.000,4.000000000000000,0.000000000000000,"0"
Adjohoun,Oueme,Benin,0.660417143896000,0.026278573010900,BJ,benin,6.694075000000000,2.516331000000000,"75323",30800.000,0.000000000000000,0.000000000000000,
Avrankou,Oueme,Benin,0.371539589550000,0.006294465191910,BJ,benin,6.562751000000000,2.662930000000000,"128050",6000.000,0.000000000000000,0.000000000000000,
Bonou,Oueme,Benin,0.664466957345000,0.020631774306800,BJ,benin,6.834390000000000,2.496516000000000,"44349",30000.000,0.000000000000000,0.000000000000000,
Dangbo,Oueme,Benin,0.512324251224000,0.012861293502300,BJ,benin,6.560009000000000,2.507968000000000,"96426",15000.000,0.000000000000000,0.000000000000000,
Ifangni,Plateau,Benin,0.644543235863000,0.017701849045600,BJ,benin,6.674785000000000,2.717218000000000,"110973",15000.000,0.000000000000000,0.000000000000000,
Ketou,Plateau,Benin,1.635096930670000,0.147189588151000,BJ,benin,7.436844000000000,2.590650000000000,"157352",175000.000,0.000000000000000,0.000000000000000,
Pobe,Plateau,Benin,0.854805910130000,0.034929176332600,BJ,benin,7.068400000000000,2.683835000000000,"123677",40000.000,0.000000000000000,0.000000000000000,
Sakete,Plateau,Benin,0.982326787152000,0.034766501836200,BJ,benin,6.769619000000000,2.665644000000000,"114088",43200.000,0.000000000000000,0.000000000000000,
Abomey,Zou,Benin,0.499354097393000,0.012309482883000,BJ,benin,7.176212000000000,1.986906000000000,"92266",14200.000,2.000000000000000,0.000000000000000,"0"
Agbangnizoun,Zou,Benin,0.623063308928000,0.018593716471800,BJ,benin,7.072514000000000,1.964794000000000,"72549",24400.000,0.000000000000000,0.000000000000000,
Bohicon,Zou,Benin,0.571711343217000,0.013190006912000,BJ,benin,7.159277000000000,2.097404000000000,"171781",15000.000,6.000000000000000,3.000000000000000,"1"
Cove,Zou,Benin,1.213762453650000,0.035617000897500,BJ,benin,7.345217000000000,2.283632000000000,"51247",52500.000,0.000000000000000,0.000000000000000,
Djidja,Zou,Benin,2.037162053310000,0.179206951863000,BJ,benin,7.401021000000000,1.920440000000000,"123542",218400.000,0.000000000000000,0.000000000000000,
Ouinhi,Zou,Benin,0.757804115550000,0.028241594782900,BJ,benin,7.096171000000000,2.483603000000000,"59381",30000.000,0.000000000000000,0.000000000000000,
Zogbodomey,Zou,Benin,1.150443985400000,0.068072530460600,BJ,benin,7.020846000000000,2.176887000000000,"92935",70000.000,0.000000000000000,1.000000000000000,
Aguegues,Oueme,Benin,0.535140791812000,0.006286308587200,BJ,benin,6.485689000000000,2.553647000000000,"44562",5200.000,0.000000000000000,0.000000000000000,
Boukoumbe,Atakora,Benin,1.533424047360000,0.081126641261100,BJ,benin,10.308488000000001,1.089171000000000,"82450",103600.000,0.000000000000000,0.000000000000000,
Toukountouna,Atakora,Benin,1.393059691210000,0.088920478320700,BJ,benin,10.553322000000000,1.512437000000000,"39779",100000.000,0.000000000000000,0.000000000000000,
Abomey-calavi,Atlantique,Benin,1.102656095970000,0.041687749460000,BJ,benin,6.466772000000000,2.303700000000000,"656358",65000.000,14.000000000000000,2.000000000000000,"5"
So-ava,Atlantique,Benin,0.746558214087000,0.006363656547020,BJ,benin,6.544601000000000,2.430234000000000,"118547",21800.000,1.000000000000000,0.000000000000000,"0"
Tori-bossito,Atlantique,Benin,0.676363209210000,0.026788164727700,BJ,benin,6.537890000000000,2.170941000000000,"57632",26300.000,0.000000000000000,0.000000000000000,
Ndali,Borgou,Benin,2.520138176480000,0.303167544670000,BJ,benin,9.727135000000001,2.505578000000000,"113604",374800.000,0.000000000000000,0.000000000000000,
Dassa,Collines,Benin,1.641265781850000,0.138734285119000,BJ,burkina,12.445569000000001,-2.707271000000000,"132533",195560.000,0.000000000000000,0.000000000000000,
Djakotome,Couffo,Benin,0.663600476460000,0.018525795255500,BJ,benin,6.838926000000000,1.668931000000000,"134028",32500.000,0.000000000000000,0.000000000000000,
Dogbo-tota,Couffo,Benin,0.840331948531000,0.024469697606600,BJ,benin,6.785371000000000,1.774392000000000,"103057",30000.000,0.000000000000000,0.000000000000000,
Kopargo,Donga,Benin,1.343066399500000,0.072701774126100,BJ,benin,9.874959000000000,1.502424000000000,"70938",87600.000,0.000000000000000,0.000000000000000,
Grand-popo,Mono,Benin,1.837216269180000,0.019418208446000,BJ,benin,6.327868000000000,1.843066000000000,"57636",28900.000,3.000000000000000,0.000000000000000,"1"
Adjara,Oueme,Benin,0.333458624785000,0.005907744443890,BJ,benin,6.489249000000000,2.691335000000000,"97424",5000.000,0.000000000000000,0.000000000000000,
Akpro-misserete,Oueme,Benin,0.393542103007000,0.006561722948340,BJ,benin,6.591824000000000,2.611728000000000,"127249",7900.000,0.000000000000000,0.000000000000000,
Porto-novo,Oueme,Benin,0.270647933725000,0.004064534432450,BJ,benin,6.492648000000000,2.614270000000000,"264320",6000.000,13.000000000000000,3.000000000000000,"4"
Seme-kpodji,Oueme,Benin,0.736260648091000,0.015387628062500,BJ,benin,6.413975000000000,2.614472000000000,"222701",22000.000,11.000000000000000,0.000000000000000,"2"
Adja-ouere,Plateau,Benin,1.086981274870000,0.037021576113400,BJ,benin,6.929458000000000,2.588921000000000,"116282",53000.000,0.000000000000000,0.000000000000000,
Za-kpota,Zou,Benin,0.783818285332000,0.031817372424500,BJ,benin,7.256140000000000,2.180625000000000,"132818",60000.000,0.000000000000000,0.000000000000000,
Zangnanado,Zou,Benin,1.444528771320000,0.045727920842800,BJ,benin,7.277715000000000,2.397539000000000,"55061",40000.000,0.000000000000000,0.000000000000000,
Ambsouya,Oubritenga,Plateau-Central,0.922535014716000,0.025675603512500,BF,burkina,12.610704999999999,-1.017985000000000,"35237",30494.000,0.000000000000000,0.000000000000000,
Andemtenga,Kourittenga,Centre-Est,1.509284660160000,0.058804982904000,BF,burkina,12.374389000000001,-0.306818000000000,"69428",70004.000,0.000000000000000,0.000000000000000,
Arbinda,Soum,Sahel,2.604990423920000,0.237374911896000,BF,burkina,14.171906000000000,-0.815657000000000,"98447",253350.000,0.000000000000000,0.000000000000000,
Arbollé,Passoré,Nord,1.218192075260000,0.054679090546500,BF,burkina,12.833610000000000,-2.036378000000000,"60270",64243.000,0.000000000000000,0.000000000000000,
Bagaré,Passoré,Nord,0.810385511013000,0.038355999902000,BF,burkina,12.896667000000001,-2.632315000000000,"33334",46394.000,0.000000000000000,0.000000000000000,
Bagassi,Balé,Boucle du Mouhoun,1.296029768830000,0.052651901137500,BF,burkina,11.721874000000000,-3.235777000000000,"42424",63830.000,0.000000000000000,0.000000000000000,
Bagré,Boulgou,Centre-Est,0.890466362835000,0.033356732011000,BF,burkina,11.542598999999999,-0.505589000000000,"37855",56880.000,1.000000000000000,0.000000000000000,"0"
Bahn,Loroum,Nord,1.763423093320000,0.101792157393000,BF,burkina,14.146212000000000,-2.458343000000000,"38521",109850.000,0.000000000000000,0.000000000000000,
Bakata,Ziro,Centre-Ouest,1.238051365580000,0.051215331439500,BF,burkina,11.823684000000000,-1.873805000000000,"32480",62304.000,0.000000000000000,0.000000000000000,
Balavé,Banwa,Boucle du Mouhoun,1.122710580700000,0.045756006970000,BF,burkina,12.376891000000001,-4.183101000000000,"24103",54356.000,0.000000000000000,0.000000000000000,
Bama,Houet,Hauts-Bassins,1.894734486590000,0.102851660729000,BF,burkina,11.443595999999999,-4.360241000000001,"85834",130810.000,0.000000000000000,0.000000000000000,
Bana,Balé,Boucle du Mouhoun,0.532501764619000,0.012938861997500,BF,niger,12.067474000000001,3.579921000000000,"37915",43045.000,0.000000000000000,0.000000000000000,
Bané,Boulgou,Centre-Est,1.221126358380000,0.037947400728000,BF,burkina,11.530524000000000,-0.273939000000000,"34507",45102.000,0.000000000000000,0.000000000000000,
Banfora,Comoé,Cascades,1.374766684110000,0.077035380443000,BF,burkina,10.594393999999999,-4.814690000000000,"160302",93529.000,8.000000000000000,1.000000000000000,"3"
Bani,Séno,Sahel,2.125627963070000,0.123940266429000,BF,burkina,13.691615000000001,-0.073584000000000,"88913",160820.000,0.000000000000000,0.000000000000000,
Banzon,Kénédougou,Hauts-Bassins,0.733974731925000,0.010468401422500,BF,burkina,11.267146000000000,-4.834619000000000,"20054",11342.000,0.000000000000000,0.000000000000000,
Baraboulé,Soum,Sahel,1.270547657110000,0.070199903065500,BF,burkina,14.152372000000000,-1.884706000000000,"26465",89391.000,0.000000000000000,0.000000000000000,
Barani,Kossi,Boucle du Mouhoun,2.175582861350000,0.163588927669000,BF,burkina,13.123945000000001,-3.709613000000000,"54748",192330.000,0.000000000000000,0.000000000000000,
Barga,Yatenga,Nord,0.772684910019000,0.017514447017500,BF,burkina,13.808327999999999,-2.290411000000000,"51248",20242.000,0.000000000000000,0.000000000000000,
Barsalogho,Sanmatenga,Centre-Nord,2.541423793740000,0.156275776688000,BF,burkina,13.517215000000000,-1.022169000000000,"98553",180440.000,0.000000000000000,0.000000000000000,
Bartiébougou,Komandjari,Est,1.540329258470000,0.082468858350500,BF,burkina,12.875717000000000,0.806778000000000,"16934",89948.000,0.000000000000000,0.000000000000000,
Baskouré,Kourittenga,Centre-Est,0.595311014002000,0.010009694219000,BF,burkina,12.161253000000000,-0.205016000000000,"15889",7077.600,0.000000000000000,0.000000000000000,
Bassi,Zondoma,Nord,0.675091803498000,0.017324737947000,BF,burkina,13.307717000000000,-2.230625000000000,"34424",19594.000,0.000000000000000,0.000000000000000,
Batié,Noumbiel,Sud-Ouest,1.915748172100000,0.101180960912000,BF,burkina,9.886876000000001,-2.899849000000000,"44526",128900.000,0.000000000000000,0.000000000000000,
Béguédo,Boulgou,Centre-Est,0.364708041066000,0.003993933802500,BF,burkina,11.817142000000000,-0.754816000000000,"28094",3407.500,0.000000000000000,0.000000000000000,
Békui,Tuy,Hauts-Bassins,1.180431427660000,0.040483159330500,BF,burkina,11.643739999999999,-3.887278000000000,"19216",58179.000,0.000000000000000,0.000000000000000,
Béré,Zoundwéogo,Centre-Sud,1.391391309130000,0.039429428386000,BF,burkina,11.870020000000000,-1.075424000000000,"33489",27807.000,0.000000000000000,0.000000000000000,
Béréba,Tuy,Hauts-Bassins,1.040919931370000,0.049020583291500,BF,burkina,11.624615000000000,-3.708915000000000,"31264",58805.000,0.000000000000000,0.000000000000000,
Bérégadougou,Comoé,Cascades,0.890452589736000,0.023030947242000,BF,burkina,10.757455999999999,-4.756092000000000,"15164",28647.000,0.000000000000000,0.000000000000000,
Bieha,Sissili,Centre-Ouest,2.323856015120000,0.139779608536000,BF,burkina,11.174014000000000,-1.802701000000000,"52733",174750.000,0.000000000000000,0.000000000000000,
Bilanga,Gnagna,Est,3.865689701330000,0.216478317697000,BF,burkina,12.515893000000000,0.076251000000000,"139905",211650.000,0.000000000000000,0.000000000000000,
Bindé,Zoundwéogo,Centre-Sud,1.222661760390000,0.046624525627500,BF,burkina,11.761376000000000,-0.976136000000000,"42789",50376.000,0.000000000000000,0.000000000000000,
Bingo,Boulkiemdé,Centre-Ouest,0.828850779852000,0.020204652762000,BF,burkina,12.312685000000000,-1.883273000000000,"17154",25039.000,0.000000000000000,0.000000000000000,
Bissiga,Boulgou,Centre-Est,0.944162395656000,0.025042849011000,BF,burkina,11.807961000000001,-0.058305000000000,"26183",26715.000,0.000000000000000,0.000000000000000,
Bitou,Boulgou,Centre-Est,2.044688520240000,0.103555757764000,BF,burkina,11.305503000000000,-0.336372000000000,"102394",134480.000,0.000000000000000,0.000000000000000,
Boala,Namentenga,Centre-Nord,1.039735552900000,0.038354011995500,BF,burkina,12.915331000000000,-0.652967000000000,"38224",38529.000,0.000000000000000,0.000000000000000,
Bobo-Dioulasso,Houet,Hauts-Bassins,2.430528336830000,0.147228284708000,BF,burkina,11.144720000000000,-4.243851000000001,"984603",180600.000,30.000000000000000,3.000000000000000,"13"
Bogandé,Gnagna,Est,2.273295728970000,0.118574959793000,BF,burkina,12.948145999999999,-0.104894000000000,"128943",151240.000,1.000000000000000,1.000000000000000,"0"
Boken,Passoré,Nord,1.350581156040000,0.065577547360500,BF,burkina,12.998523000000000,-1.772761000000000,"81194",79680.000,0.000000000000000,0.000000000000000,
Bomborokui,Kossi,Boucle du Mouhoun,0.866522346484000,0.034376672934500,BF,burkina,13.006200000000000,-3.945983000000000,"19904",44233.000,0.000000000000000,0.000000000000000,
Bondokui,Mouhoun,Boucle du Mouhoun,1.775183046730000,0.102283405312000,BF,burkina,11.872002999999999,-3.752413000000000,"62214",107410.000,0.000000000000000,0.000000000000000,
Boni,Tuy,Hauts-Bassins,0.898618728819000,0.031461519777000,BF,burkina,11.493320000000001,-3.386332000000000,"24447",37836.000,1.000000000000000,0.000000000000000,"0"
Boromo,Balé,Boucle du Mouhoun,1.585811123810000,0.080860669341000,BF,burkina,11.671860000000001,-2.961617000000000,"40229",96230.000,4.000000000000000,3.000000000000000,"1"
Botou,Tapoa,Est,2.342542518600000,0.166486005934000,BF,burkina,12.520273000000000,1.997841000000000,"81141",178740.000,0.000000000000000,0.000000000000000,
Boudri,Ganzourgou,Plateau-Central,1.852806592330000,0.103167714328000,BF,burkina,12.034675000000000,-0.749903000000000,"123131",106460.000,0.000000000000000,0.000000000000000,
Bougnounou,Ziro,Centre-Ouest,1.247447343100000,0.045677968582000,BF,burkina,11.903778000000001,-2.056238000000000,"28938",51096.000,0.000000000000000,0.000000000000000,
Boulsa,Namentenga,Centre-Nord,1.621462832710000,0.094618742489000,BF,burkina,12.632614999999999,-0.527864000000000,"113416",116220.000,0.000000000000000,1.000000000000000,
Boundoré,Yagha,Sahel,1.967249021120000,0.085832561332000,BF,burkina,13.440486999999999,0.949808000000000,"15918",95046.000,0.000000000000000,0.000000000000000,
Boura,Sissili,Centre-Ouest,2.082442138640000,0.084946416295500,BF,mali,12.458662000000000,-4.532710000000000,"62663",194410.000,0.000000000000000,0.000000000000000,
Bourasso,Kossi,Boucle du Mouhoun,1.546244275550000,0.055235083322500,BF,burkina,12.625788000000000,-3.625662000000000,"20115",69625.000,0.000000000000000,0.000000000000000,
Bouroum,Namentenga,Centre-Nord,1.814206067760000,0.096269298320500,BF,burkina,13.622090000000000,-0.672708000000000,"78149",129040.000,0.000000000000000,0.000000000000000,
Bouroum-Bouroum,Poni,Sud-Ouest,0.949785609175000,0.023196451109500,BF,burkina,10.545309000000000,-3.264649000000000,"13939",28707.000,0.000000000000000,0.000000000000000,
Bourzanga,Bam,Centre-Nord,1.415318832810000,0.090856346368000,BF,burkina,13.732087000000000,-1.581073000000000,"103266",107250.000,0.000000000000000,0.000000000000000,
Boussé,Kourwéogo,Plateau-Central,1.277876562380000,0.037479416275500,BF,burkina,12.643582000000000,-1.717824000000000,"58643",45424.000,0.000000000000000,0.000000000000000,
Bousséra,Poni,Sud-Ouest,1.105821722620000,0.036519969133500,BF,burkina,10.380805000000001,-2.897531000000000,"18133",42767.000,0.000000000000000,0.000000000000000,
Boussou,Zondoma,Nord,1.029165520170000,0.042976933395000,BF,burkina,13.048950000000000,-2.514184000000000,"32993",49892.000,0.000000000000000,0.000000000000000,
Boussou-Koula,Noumbiel,Sud-Ouest,0.954930636577000,0.020844346899000,BF,burkina,9.849850999999999,-3.082899000000000,"12620",17739.000,0.000000000000000,0.000000000000000,
Boussouma,Boulgou,Centre-Est,0.792184421513000,0.029743963275000,BF,burkina,12.955094000000001,-1.093749000000000,"142145",115545.000,0.000000000000000,0.000000000000000,
Boussouma,Sanmatenga,Centre-Nord,1.686864979790000,0.067547209502500,BF,burkina,12.955094000000001,-1.093749000000000,"142145",115545.000,0.000000000000000,0.000000000000000,
Dablo,Sanmatenga,Centre-Nord,0.983635093062000,0.046693862306500,BF,burkina,13.666335000000000,-1.199216000000000,"28416",53453.000,0.000000000000000,0.000000000000000,
Dakôrô,Léraba,Cascades,1.185653876670000,0.034490329901500,BF,burkina,10.390919999999999,-5.155414000000000,"18003",41513.000,0.000000000000000,0.000000000000000,
Dalô,Ziro,Centre-Ouest,0.713099855337000,0.023222839529000,BF,burkina,11.795861000000000,-2.175271000000000,"12831",32351.000,0.000000000000000,0.000000000000000,
Dandé,Houet,Hauts-Bassins,0.667301783073000,0.019434525544500,BF,burkina,11.604253999999999,-4.517882000000000,"22054",23854.000,0.000000000000000,0.000000000000000,
Dano,Ioba,Sud-Ouest,1.340340310040000,0.052757607153000,BF,burkina,11.194347000000000,-3.021016000000000,"64237",65176.000,2.000000000000000,2.000000000000000,"0"
Dapeolgo,Oubritenga,Plateau-Central,1.425060620020000,0.034096066599000,BF,burkina,12.651185999999999,-1.511055000000000,"44948",43663.000,1.000000000000000,0.000000000000000,"0"
Dargo,Namentenga,Centre-Nord,1.022577446920000,0.045023545316000,BF,burkina,12.720699000000000,-0.342526000000000,"42905",57258.000,0.000000000000000,0.000000000000000,
Dassa,Sanguié,Centre-Ouest,0.746475654414000,0.020393379593000,BF,burkina,12.445569000000001,-2.707271000000000,"132533",195560.000,0.000000000000000,0.000000000000000,
Dédougou,Mouhoun,Boucle du Mouhoun,2.182070071780000,0.113483700745000,BF,burkina,12.407457000000001,-3.450949000000000,"123973",135350.000,9.000000000000000,1.000000000000000,"4"
Déou,Oudalan,Sahel,2.437070848560000,0.172022746546000,BF,burkina,14.719571999999999,-0.691576000000000,"31431",221470.000,0.000000000000000,0.000000000000000,
Di,Sourou,Boucle du Mouhoun,0.762478870136000,0.025846154262000,BF,burkina,13.146884999999999,-3.379605000000000,"38087",30690.000,0.000000000000000,0.000000000000000,
Diabo,Gourma,Est,1.454654590910000,0.062067436839000,BF,civ,7.873522000000000,-5.154766000000000,"93224",108509.000,0.000000000000000,0.000000000000000,
Dialgaye,Kourittenga,Centre-Est,0.971153893342000,0.032240770241000,BF,burkina,11.933942000000000,-0.399093000000000,"54073",37850.000,0.000000000000000,0.000000000000000,
Diapaga,Tapoa,Est,3.047086627940000,0.291692093538000,BF,burkina,11.886944000000000,2.187111000000000,"58951",386610.000,1.000000000000000,2.000000000000000,"0"
Diapangou,Gourma,Est,1.265899799510000,0.043287921520500,BF,burkina,12.086881999999999,0.197685000000000,"34087",46324.000,0.000000000000000,0.000000000000000,
Didyr,Sanguié,Centre-Ouest,1.238124708820000,0.052714538312500,BF,burkina,12.548876999999999,-2.613283000000000,"53361",63150.000,0.000000000000000,0.000000000000000,
Diébougou,Bougouriba,Sud-Ouest,1.625802494030000,0.049211178967000,BF,mali,13.097064000000000,-8.183906000000000,"73816",92182.000,4.000000000000000,1.000000000000000,"0"
Diguel,Soum,Sahel,0.897474921341000,0.044302629607000,BF,burkina,14.378816000000000,-1.870789000000000,"7372",56153.000,0.000000000000000,0.000000000000000,
Dissihn,Ioba,Sud-Ouest,0.897170503410000,0.031868615357000,BF,burkina,10.927441999999999,-2.941082000000000,"45578",38984.000,0.000000000000000,0.000000000000000,
Djibasso,Kossi,Boucle du Mouhoun,1.421581550020000,0.070960631061000,BF,burkina,13.202719999999999,-4.135403000000000,"63283",85651.000,0.000000000000000,0.000000000000000,
Djibo,Soum,Sahel,2.343770190710000,0.079663931138500,BF,burkina,14.081384000000000,-1.655755000000000,"83211",102010.000,0.000000000000000,0.000000000000000,
Djigouè,Poni,Sud-Ouest,1.579878440260000,0.072172194128000,BF,burkina,10.022883999999999,-3.803890000000000,"39238",77607.000,0.000000000000000,0.000000000000000,
Djigouèra,Kénédougou,Hauts-Bassins,1.038532559750000,0.039617804122000,BF,burkina,11.165596000000001,-4.878291000000000,"22766",46860.000,0.000000000000000,0.000000000000000,
Dokui,Kossi,Boucle du Mouhoun,1.313494805900000,0.062159446459000,BF,burkina,12.572837000000000,-4.056421000000001,"40588",76608.000,0.000000000000000,0.000000000000000,
Dolo,Bougouriba,Sud-Ouest,0.736338890662000,0.017566632979500,BF,burkina,10.880924000000000,-3.409797000000000,"10794",20659.000,0.000000000000000,0.000000000000000,
Dori,Séno,Sahel,2.492980673340000,0.214887251630000,BF,burkina,14.002973000000001,0.006813000000000,"180559",248610.000,3.000000000000000,0.000000000000000,"1"
Doulougou,Bazèga,Centre-Sud,1.591102270120000,0.043119168348500,BF,burkina,11.798190000000000,-1.518212000000000,"30155",54270.000,0.000000000000000,0.000000000000000,
Doumbala,Kossi,Boucle du Mouhoun,1.059042741430000,0.040198695065000,BF,burkina,12.881392000000000,-4.158086000000000,"33326",48207.000,0.000000000000000,0.000000000000000,
Douna,Léraba,Cascades,0.520886202514000,0.014385408689000,BF,burkina,10.636172999999999,-5.089066000000000,"14195",17397.000,0.000000000000000,0.000000000000000,
Douroula,Mouhoun,Boucle du Mouhoun,1.126273891810000,0.039406178358000,BF,burkina,12.557981000000000,-3.313755000000000,"18418",47638.000,0.000000000000000,0.000000000000000,
Dourtenga,Koulpélogo,Centre-Est,0.518914707148000,0.009761600697000,BF,burkina,11.602650000000001,0.000250000000000,"13770",10209.000,0.000000000000000,0.000000000000000,
